B01001_001E,B11001_001E,B19013_001E,B25077_001E,B25035_001E,B25041_001E,B25017_001E,NAME,GEO_ID,state,county,tract,block group
1248,397,35272,138300,1991,476,476,"Block Group 4, Census Tract 29, Cumberland County, North Carolina",1500000US370510029004,37,051,002900,4
744,390,37708,114300,1955,465,465,"Block Group 4, Census Tract 9, Cumberland County, North Carolina",1500000US370510009004,37,051,000900,4
603,360,35000,-666666666,1957,416,416,"Block Group 2, Census Tract 9, Cumberland County, North Carolina",1500000US370510009002,37,051,000900,2
570,373,32292,154000,1962,425,425,"Block Group 5, Census Tract 9, Cumberland County, North Carolina",1500000US370510009005,37,051,000900,5
2316,644,41250,140000,1979,776,776,"Block Group 2, Census Tract 25.02, Cumberland County, North Carolina",1500000US370510025022,37,051,002502,2
1210,489,50625,85700,1990,583,583,"Block Group 2, Census Tract 29, Cumberland County, North Carolina",1500000US370510029002,37,051,002900,2
663,321,62679,191100,1953,407,407,"Block Group 1, Census Tract 8, Cumberland County, North Carolina",1500000US370510008001,37,051,000800,1
1082,439,29653,86800,1989,538,538,"Block Group 1, Census Tract 10, Cumberland County, North Carolina",1500000US370510010001,37,051,001000,1
1383,569,44020,119900,1978,631,631,"Block Group 1, Census Tract 15, Cumberland County, North Carolina",1500000US370510015001,37,051,001500,1
5079,1668,73125,201200,2000,1814,1814,"Block Group 2, Census Tract 30.01, Cumberland County, North Carolina",1500000US370510030012,37,051,003001,2
2641,1022,40870,99800,1992,1119,1119,"Block Group 1, Census Tract 30.02, Cumberland County, North Carolina",1500000US370510030021,37,051,003002,1
1167,491,39536,105600,1977,522,522,"Block Group 1, Census Tract 31.03, Cumberland County, North Carolina",1500000US370510031031,37,051,003103,1
2538,825,53949,132400,1996,887,887,"Block Group 2, Census Tract 31.04, Cumberland County, North Carolina",1500000US370510031042,37,051,003104,2
2659,1129,55464,115400,1995,1316,1316,"Block Group 3, Census Tract 32.03, Cumberland County, North Carolina",1500000US370510032033,37,051,003203,3
1118,453,35260,81300,1980,579,579,"Block Group 1, Census Tract 33.10, Cumberland County, North Carolina",1500000US370510033101,37,051,003310,1
1585,647,32003,81500,1988,1008,1008,"Block Group 4, Census Tract 33.10, Cumberland County, North Carolina",1500000US370510033104,37,051,003310,4
1324,526,42907,92900,1991,616,616,"Block Group 4, Census Tract 14, Cumberland County, North Carolina",1500000US370510014004,37,051,001400,4
3036,1115,51042,255500,1998,1348,1348,"Block Group 3, Census Tract 27, Cumberland County, North Carolina",1500000US370510027003,37,051,002700,3
1190,455,51806,118000,1979,532,532,"Block Group 1, Census Tract 27, Cumberland County, North Carolina",1500000US370510027001,37,051,002700,1
2179,775,66779,174700,1986,826,826,"Block Group 2, Census Tract 32.05, Cumberland County, North Carolina",1500000US370510032052,37,051,003205,2
2532,864,81250,220400,1996,924,924,"Block Group 1, Census Tract 37, Cumberland County, North Carolina",1500000US370510037001,37,051,003700,1
619,258,31250,86700,1981,293,293,"Block Group 2, Census Tract 36, Cumberland County, North Carolina",1500000US370510036002,37,051,003600,2
2114,761,105039,257000,1990,844,844,"Block Group 3, Census Tract 32.01, Cumberland County, North Carolina",1500000US370510032013,37,051,003201,3
655,289,33750,90900,1963,444,444,"Block Group 3, Census Tract 38, Cumberland County, North Carolina",1500000US370510038003,37,051,003800,3
885,336,44167,107100,1968,383,383,"Block Group 4, Census Tract 33.04, Cumberland County, North Carolina",1500000US370510033044,37,051,003304,4
2054,828,33333,88800,1971,981,981,"Block Group 1, Census Tract 19.02, Cumberland County, North Carolina",1500000US370510019021,37,051,001902,1
998,389,82721,140200,1974,507,507,"Block Group 5, Census Tract 33.04, Cumberland County, North Carolina",1500000US370510033045,37,051,003304,5
2482,1136,36169,100200,1974,1321,1321,"Block Group 1, Census Tract 33.05, Cumberland County, North Carolina",1500000US370510033051,37,051,003305,1
1003,479,36387,-666666666,1987,589,589,"Block Group 4, Census Tract 35, Cumberland County, North Carolina",1500000US370510035004,37,051,003500,4
1684,610,44375,106700,1977,729,729,"Block Group 1, Census Tract 26, Cumberland County, North Carolina",1500000US370510026001,37,051,002600,1
2076,795,49977,138900,1993,1058,1058,"Block Group 2, Census Tract 33.12, Cumberland County, North Carolina",1500000US370510033122,37,051,003312,2
4041,1372,56944,150100,2002,1579,1579,"Block Group 1, Census Tract 33.13, Cumberland County, North Carolina",1500000US370510033131,37,051,003313,1
3012,1143,61359,151000,2000,1394,1394,"Block Group 3, Census Tract 33.14, Cumberland County, North Carolina",1500000US370510033143,37,051,003314,3
1112,0,-666666666,-666666666,-666666666,0,0,"Block Group 1, Census Tract 34.02, Cumberland County, North Carolina",1500000US370510034021,37,051,003402,1
1232,411,49036,98100,1966,512,512,"Block Group 2, Census Tract 17, Cumberland County, North Carolina",1500000US370510017002,37,051,001700,2
717,261,48042,73000,1960,279,279,"Block Group 3, Census Tract 19.03, Cumberland County, North Carolina",1500000US370510019033,37,051,001903,3
859,335,31607,67000,1960,405,405,"Block Group 4, Census Tract 19.03, Cumberland County, North Carolina",1500000US370510019034,37,051,001903,4
2140,809,74471,297600,1984,892,892,"Block Group 1, Census Tract 7.01, Cumberland County, North Carolina",1500000US370510007011,37,051,000701,1
1405,591,70208,278900,1951,702,702,"Block Group 1, Census Tract 7.02, Cumberland County, North Carolina",1500000US370510007021,37,051,000702,1
2202,747,47974,115700,1991,882,882,"Block Group 2, Census Tract 16.03, Cumberland County, North Carolina",1500000US370510016032,37,051,001603,2
3623,1282,58438,142400,1998,1542,1542,"Block Group 3, Census Tract 16.04, Cumberland County, North Carolina",1500000US370510016043,37,051,001604,3
1493,678,49444,131700,1977,803,803,"Block Group 2, Census Tract 20.01, Cumberland County, North Carolina",1500000US370510020012,37,051,002001,2
987,434,46667,101500,1968,497,497,"Block Group 3, Census Tract 20.02, Cumberland County, North Carolina",1500000US370510020023,37,051,002002,3
537,270,71196,435200,1997,2052,2052,"Block Group 1, Census Tract 1101.01, Currituck County, North Carolina",1500000US370531101011,37,053,110101,1
5388,2005,100640,279100,2002,2121,2121,"Block Group 2, Census Tract 1102, Currituck County, North Carolina",1500000US370531102002,37,053,110200,2
1439,600,49038,163500,1989,697,697,"Block Group 1, Census Tract 1101.02, Currituck County, North Carolina",1500000US370531101021,37,053,110102,1
1682,693,53852,147200,1995,693,693,"Block Group 1, Census Tract 1103.01, Currituck County, North Carolina",1500000US370531103011,37,053,110301,1
2756,1097,100597,299800,1997,1242,1242,"Block Group 2, Census Tract 1103.01, Currituck County, North Carolina",1500000US370531103012,37,053,110301,2
1500,629,41034,188300,1990,659,659,"Block Group 2, Census Tract 1103.02, Currituck County, North Carolina",1500000US370531103022,37,053,110302,2
2306,914,51900,207400,1985,1149,1149,"Block Group 1, Census Tract 1104.01, Currituck County, North Carolina",1500000US370531104011,37,053,110401,1
1446,571,53274,131700,1988,720,720,"Block Group 2, Census Tract 1104.01, Currituck County, North Carolina",1500000US370531104012,37,053,110401,2
2155,967,59688,240200,1993,1075,1075,"Block Group 1, Census Tract 1104.02, Currituck County, North Carolina",1500000US370531104021,37,053,110402,1
1902,704,50833,250400,1994,958,958,"Block Group 2, Census Tract 1104.02, Currituck County, North Carolina",1500000US370531104022,37,053,110402,2
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 1104.02, Currituck County, North Carolina",1500000US370531104020,37,053,110402,0
395,167,46350,444100,1994,2544,2544,"Block Group 2, Census Tract 1101.01, Currituck County, North Carolina",1500000US370531101012,37,053,110101,2
1952,763,62063,250200,1995,821,821,"Block Group 1, Census Tract 1103.02, Currituck County, North Carolina",1500000US370531103021,37,053,110302,1
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9901, Currituck County, North Carolina",1500000US370539901000,37,053,990100,0
2338,768,79819,246500,1995,826,826,"Block Group 1, Census Tract 1102, Currituck County, North Carolina",1500000US370531102001,37,053,110200,1
1867,790,79741,244500,1995,1193,1193,"Block Group 1, Census Tract 9703, Dare County, North Carolina",1500000US370559703001,37,055,970300,1
1721,695,60850,261800,1988,1112,1112,"Block Group 2, Census Tract 9703, Dare County, North Carolina",1500000US370559703002,37,055,970300,2
1209,536,51486,205200,1977,1538,1538,"Block Group 1, Census Tract 9702, Dare County, North Carolina",1500000US370559702001,37,055,970200,1
1340,616,46550,228000,1988,945,945,"Block Group 3, Census Tract 9702, Dare County, North Carolina",1500000US370559702003,37,055,970200,3
836,392,56296,263700,1985,912,912,"Block Group 2, Census Tract 9702, Dare County, North Carolina",1500000US370559702002,37,055,970200,2
1003,470,49457,381100,1987,1490,1490,"Block Group 1, Census Tract 9704, Dare County, North Carolina",1500000US370559704001,37,055,970400,1
1621,660,77115,308000,1984,1918,1918,"Block Group 2, Census Tract 9704, Dare County, North Carolina",1500000US370559704002,37,055,970400,2
810,345,55491,242100,1984,1632,1632,"Block Group 4, Census Tract 9703, Dare County, North Carolina",1500000US370559703004,37,055,970300,4
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9704, Dare County, North Carolina",1500000US370559704000,37,055,970400,0
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9705.01, Dare County, North Carolina",1500000US370559705010,37,055,970501,0
1216,523,45861,158700,1985,739,739,"Block Group 1, Census Tract 9705.01, Dare County, North Carolina",1500000US370559705011,37,055,970501,1
2253,962,48056,248400,1989,1712,1712,"Block Group 2, Census Tract 9705.02, Dare County, North Carolina",1500000US370559705022,37,055,970502,2
579,303,71713,367800,1990,1031,1031,"Block Group 3, Census Tract 9705.02, Dare County, North Carolina",1500000US370559705023,37,055,970502,3
1648,680,65781,296300,1988,750,750,"Block Group 1, Census Tract 9706.01, Dare County, North Carolina",1500000US370559706011,37,055,970601,1
1490,439,42238,195800,1990,466,466,"Block Group 2, Census Tract 9706.01, Dare County, North Carolina",1500000US370559706012,37,055,970601,2
2297,1014,35625,221900,1989,1163,1163,"Block Group 3, Census Tract 9706.01, Dare County, North Carolina",1500000US370559706013,37,055,970601,3
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9706.02, Dare County, North Carolina",1500000US370559706020,37,055,970602,0
1957,797,49421,224800,1984,904,904,"Block Group 1, Census Tract 9706.02, Dare County, North Carolina",1500000US370559706021,37,055,970602,1
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9902, Dare County, North Carolina",1500000US370559902000,37,055,990200,0
1198,560,93056,587700,1987,3620,3620,"Block Group 1, Census Tract 9701.01, Dare County, North Carolina",1500000US370559701011,37,055,970101,1
2872,1184,93750,478500,1993,1972,1972,"Block Group 2, Census Tract 9701.01, Dare County, North Carolina",1500000US370559701012,37,055,970101,2
1616,590,78000,359300,1995,716,716,"Block Group 1, Census Tract 9701.02, Dare County, North Carolina",1500000US370559701021,37,055,970102,1
1830,906,56400,310400,1989,2432,2432,"Block Group 2, Census Tract 9701.02, Dare County, North Carolina",1500000US370559701022,37,055,970102,2
1084,422,83750,273500,1989,568,568,"Block Group 4, Census Tract 9702, Dare County, North Carolina",1500000US370559702004,37,055,970200,4
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9703, Dare County, North Carolina",1500000US370559703000,37,055,970300,0
2267,989,51250,262200,1986,1205,1205,"Block Group 3, Census Tract 9703, Dare County, North Carolina",1500000US370559703003,37,055,970300,3
284,170,40192,342900,1986,1657,1657,"Block Group 3, Census Tract 9704, Dare County, North Carolina",1500000US370559704003,37,055,970400,3
914,543,37878,257300,1987,3342,3342,"Block Group 1, Census Tract 9705.02, Dare County, North Carolina",1500000US370559705021,37,055,970502,1
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9706.01, Dare County, North Carolina",1500000US370559706010,37,055,970601,0
1829,855,59387,403600,1991,1498,1498,"Block Group 4, Census Tract 9706.01, Dare County, North Carolina",1500000US370559706014,37,055,970601,4
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9901, Dare County, North Carolina",1500000US370559901000,37,055,990100,0
0,0,-666666666,-666666666,-666666666,0,0,"Block Group 0, Census Tract 9701.02, Dare County, North Carolina",1500000US370559701020,37,055,970102,0
1186,516,42877,88800,1969,605,605,"Block Group 4, Census Tract 607, Davidson County, North Carolina",1500000US370570607004,37,057,060700,4
2012,691,44051,120500,1978,735,735,"Block Group 1, Census Tract 607, Davidson County, North Carolina",1500000US370570607001,37,057,060700,1
687,313,21679,61900,1968,375,375,"Block Group 2, Census Tract 607, Davidson County, North Carolina",1500000US370570607002,37,057,060700,2
1940,663,70184,170400,1987,675,675,"Block Group 4, Census Tract 611, Davidson County, North Carolina",1500000US370570611004,37,057,061100,4
547,316,29559,132000,1963,353,353,"Block Group 1, Census Tract 611, Davidson County, North Carolina",1500000US370570611001,37,057,061100,1
1397,673,49375,189000,1981,876,876,"Block Group 1, Census Tract 604, Davidson County, North Carolina",1500000US370570604001,37,057,060400,1
1706,724,46759,129600,1980,762,762,"Block Group 2, Census Tract 604, Davidson County, North Carolina",1500000US370570604002,37,057,060400,2
2064,834,63421,152600,1982,874,874,"Block Group 3, Census Tract 604, Davidson County, North Carolina",1500000US370570604003,37,057,060400,3
870,388,21364,130900,1986,491,491,"Block Group 2, Census Tract 616, Davidson County, North Carolina",1500000US370570616002,37,057,061600,2
1283,488,29671,97500,1992,488,488,"Block Group 3, Census Tract 616, Davidson County, North Carolina",1500000US370570616003,37,057,061600,3
728,245,35118,-666666666,1973,379,379,"Block Group 1, Census Tract 616, Davidson County, North Carolina",1500000US370570616001,37,057,061600,1
1085,394,44018,113900,1967,486,486,"Block Group 3, Census Tract 609, Davidson County, North Carolina",1500000US370570609003,37,057,060900,3
820,330,30994,96100,1960,381,381,"Block Group 4, Census Tract 609, Davidson County, North Carolina",1500000US370570609004,37,057,060900,4
1334,460,42976,108400,1992,460,460,"Block Group 5, Census Tract 609, Davidson County, North Carolina",1500000US370570609005,37,057,060900,5
817,260,36582,135600,1991,311,311,"Block Group 1, Census Tract 609, Davidson County, North Carolina",1500000US370570609001,37,057,060900,1
1811,707,57981,147500,1982,750,750,"Block Group 2, Census Tract 618.02, Davidson County, North Carolina",1500000US370570618022,37,057,061802,2
888,294,16694,77900,1975,382,382,"Block Group 2, Census Tract 614, Davidson County, North Carolina",1500000US370570614002,37,057,061400,2
948,233,-666666666,77200,1967,233,233,"Block Group 1, Census Tract 614, Davidson County, North Carolina",1500000US370570614001,37,057,061400,1
322,96,-666666666,-666666666,1977,116,116,"Block Group 4, Census Tract 614, Davidson County, North Carolina",1500000US370570614004,37,057,061400,4
2477,848,42319,138000,1970,893,893,"Block Group 1, Census Tract 618.02, Davidson County, North Carolina",1500000US370570618021,37,057,061802,1
2028,760,40403,123000,1978,1054,1054,"Block Group 4, Census Tract 618.02, Davidson County, North Carolina",1500000US370570618024,37,057,061802,4
1657,699,17393,75600,1972,866,866,"Block Group 1, Census Tract 608, Davidson County, North Carolina",1500000US370570608001,37,057,060800,1
1700,764,43750,122200,1973,790,790,"Block Group 3, Census Tract 608, Davidson County, North Carolina",1500000US370570608003,37,057,060800,3
941,405,27868,79300,1954,477,477,"Block Group 2, Census Tract 613, Davidson County, North Carolina",1500000US370570613002,37,057,061300,2
2190,720,56453,144500,1982,843,843,"Block Group 2, Census Tract 605, Davidson County, North Carolina",1500000US370570605002,37,057,060500,2
515,231,-666666666,204200,1983,286,286,"Block Group 3, Census Tract 605, Davidson County, North Carolina",1500000US370570605003,37,057,060500,3
1787,823,52188,157200,1978,823,823,"Block Group 4, Census Tract 605, Davidson County, North Carolina",1500000US370570605004,37,057,060500,4
1009,340,33640,-666666666,1992,382,382,"Block Group 3, Census Tract 617.01, Davidson County, North Carolina",1500000US370570617013,37,057,061701,3
1661,642,46833,179300,1992,785,785,"Block Group 2, Census Tract 617.02, Davidson County, North Carolina",1500000US370570617022,37,057,061702,2
1529,736,42448,101300,1980,793,793,"Block Group 3, Census Tract 617.02, Davidson County, North Carolina",1500000US370570617023,37,057,061702,3
2400,869,42109,102900,1986,1012,1012,"Block Group 4, Census Tract 617.02, Davidson County, North Carolina",1500000US370570617024,37,057,061702,4
574,225,65179,118900,1994,313,313,"Block Group 1, Census Tract 617.03, Davidson County, North Carolina",1500000US370570617031,37,057,061703,1
2709,847,54514,122200,1993,923,923,"Block Group 2, Census Tract 617.03, Davidson County, North Carolina",1500000US370570617032,37,057,061703,2
1394,471,55104,89100,1996,522,522,"Block Group 3, Census Tract 617.03, Davidson County, North Carolina",1500000US370570617033,37,057,061703,3
655,264,49828,93900,1972,354,354,"Block Group 1, Census Tract 618.03, Davidson County, North Carolina",1500000US370570618031,37,057,061803,1
921,335,48819,116600,1980,367,367,"Block Group 2, Census Tract 618.03, Davidson County, North Carolina",1500000US370570618032,37,057,061803,2
851,310,42083,113700,1978,310,310,"Block Group 3, Census Tract 618.03, Davidson County, North Carolina",1500000US370570618033,37,057,061803,3
955,415,41375,101200,1974,415,415,"Block Group 4, Census Tract 618.03, Davidson County, North Carolina",1500000US370570618034,37,057,061803,4
1170,534,48939,135700,1983,769,769,"Block Group 1, Census Tract 618.04, Davidson County, North Carolina",1500000US370570618041,37,057,061804,1
994,476,60147,184600,1989,662,662,"Block Group 2, Census Tract 618.04, Davidson County, North Carolina",1500000US370570618042,37,057,061804,2
1252,418,70921,102300,1995,526,526,"Block Group 3, Census Tract 618.04, Davidson County, North Carolina",1500000US370570618043,37,057,061804,3
1298,620,61324,104400,1990,860,860,"Block Group 4, Census Tract 618.04, Davidson County, North Carolina",1500000US370570618044,37,057,061804,4
2510,1004,41566,118400,1979,1137,1137,"Block Group 1, Census Tract 619.01, Davidson County, North Carolina",1500000US370570619011,37,057,061901,1
1922,666,53015,78300,1992,943,943,"Block Group 2, Census Tract 619.01, Davidson County, North Carolina",1500000US370570619012,37,057,061901,2
1255,459,49485,124300,1987,502,502,"Block Group 3, Census Tract 619.01, Davidson County, North Carolina",1500000US370570619013,37,057,061901,3
1904,836,60141,114800,1984,946,946,"Block Group 2, Census Tract 619.02, Davidson County, North Carolina",1500000US370570619022,37,057,061902,2
1812,694,42446,113400,1992,694,694,"Block Group 3, Census Tract 619.02, Davidson County, North Carolina",1500000US370570619023,37,057,061902,3
1294,541,42415,86500,1987,705,705,"Block Group 2, Census Tract 620.01, Davidson County, North Carolina",1500000US370570620012,37,057,062001,2
1831,818,51250,139400,1989,1053,1053,"Block Group 3, Census Tract 620.01, Davidson County, North Carolina",1500000US370570620013,37,057,062001,3
913,327,37083,96900,1966,380,380,"Block Group 2, Census Tract 620.02, Davidson County, North Carolina",1500000US370570620022,37,057,062002,2
477,217,59063,96500,1976,268,268,"Block Group 3, Census Tract 620.02, Davidson County, North Carolina",1500000US370570620023,37,057,062002,3
1930,715,57694,145300,1983,822,822,"Block Group 4, Census Tract 620.02, Davidson County, North Carolina",1500000US370570620024,37,057,062002,4
1374,579,31788,-666666666,1965,602,602,"Block Group 3, Census Tract 610, Davidson County, North Carolina",1500000US370570610003,37,057,061000,3
917,393,62867,112700,1960,428,428,"Block Group 2, Census Tract 610, Davidson County, North Carolina",1500000US370570610002,37,057,061000,2
1788,668,21944,51300,1976,765,765,"Block Group 4, Census Tract 615, Davidson County, North Carolina",1500000US370570615004,37,057,061500,4
1179,589,48980,157600,1966,632,632,"Block Group 2, Census Tract 615, Davidson County, North Carolina",1500000US370570615002,37,057,061500,2
2655,970,26179,209400,1977,1129,1129,"Block Group 3, Census Tract 615, Davidson County, North Carolina",1500000US370570615003,37,057,061500,3
4559,1745,56445,179400,2004,1990,1990,"Block Group 1, Census Tract 601.01, Davidson County, North Carolina",1500000US370570601011,37,057,060101,1
1690,589,84750,218300,1993,656,656,"Block Group 1, Census Tract 601.02, Davidson County, North Carolina",1500000US370570601021,37,057,060102,1
2797,1160,66875,166800,1987,1320,1320,"Block Group 2, Census Tract 601.02, Davidson County, North Carolina",1500000US370570601022,37,057,060102,2
848,420,60313,154900,1977,521,521,"Block Group 4, Census Tract 601.02, Davidson County, North Carolina",1500000US370570601024,37,057,060102,4
1224,580,71912,162900,1983,627,627,"Block Group 1, Census Tract 602.01, Davidson County, North Carolina",1500000US370570602011,37,057,060201,1
1698,638,68690,170800,1987,720,720,"Block Group 2, Census Tract 602.01, Davidson County, North Carolina",1500000US370570602012,37,057,060201,2
1333,555,78875,178400,1980,591,591,"Block Group 3, Census Tract 602.01, Davidson County, North Carolina",1500000US370570602013,37,057,060201,3
515,249,35759,-666666666,1991,249,249,"Block Group 4, Census Tract 602.01, Davidson County, North Carolina",1500000US370570602014,37,057,060201,4
2412,977,47969,122200,1983,1010,1010,"Block Group 1, Census Tract 602.02, Davidson County, North Carolina",1500000US370570602021,37,057,060202,1
3441,1353,67894,183900,1989,1440,1440,"Block Group 1, Census Tract 603.01, Davidson County, North Carolina",1500000US370570603011,37,057,060301,1
1973,670,77731,164100,1994,732,732,"Block Group 1, Census Tract 602.03, Davidson County, North Carolina",1500000US370570602031,37,057,060203,1
1814,786,51923,153300,1988,803,803,"Block Group 2, Census Tract 602.03, Davidson County, North Carolina",1500000US370570602032,37,057,060203,2
2580,910,58654,150400,1993,995,995,"Block Group 3, Census Tract 602.03, Davidson County, North Carolina",1500000US370570602033,37,057,060203,3
1466,555,81047,239000,1999,565,565,"Block Group 2, Census Tract 603.01, Davidson County, North Carolina",1500000US370570603012,37,057,060301,2
2764,1147,66198,158100,1989,1197,1197,"Block Group 1, Census Tract 603.02, Davidson County, North Carolina",1500000US370570603021,37,057,060302,1
1205,413,76339,212500,1998,452,452,"Block Group 2, Census Tract 603.02, Davidson County, North Carolina",1500000US370570603022,37,057,060302,2
2030,892,66038,183200,1990,1085,1085,"Block Group 1, Census Tract 603.03, Davidson County, North Carolina",1500000US370570603031,37,057,060303,1
1813,807,52813,151000,1990,928,928,"Block Group 2, Census Tract 603.03, Davidson County, North Carolina",1500000US370570603032,37,057,060303,2
2737,1001,62464,159400,1991,1062,1062,"Block Group 1, Census Tract 603.04, Davidson County, North Carolina",1500000US370570603041,37,057,060304,1
3257,1078,51563,117500,1995,1143,1143,"Block Group 1, Census Tract 606.01, Davidson County, North Carolina",1500000US370570606011,37,057,060601,1
1518,582,82083,174900,1994,582,582,"Block Group 2, Census Tract 606.01, Davidson County, North Carolina",1500000US370570606012,37,057,060601,2
1127,497,35709,117200,1982,564,564,"Block Group 2, Census Tract 606.02, Davidson County, North Carolina",1500000US370570606022,37,057,060602,2
2099,792,61389,149000,1984,872,872,"Block Group 5, Census Tract 611, Davidson County, North Carolina",1500000US370570611005,37,057,061100,5
1578,589,34743,114200,1971,705,705,"Block Group 2, Census Tract 612.01, Davidson County, North Carolina",1500000US370570612012,37,057,061201,2
2019,823,32450,97800,1976,906,906,"Block Group 3, Census Tract 612.01, Davidson County, North Carolina",1500000US370570612013,37,057,061201,3
1575,620,47833,120500,1982,620,620,"Block Group 1, Census Tract 612.02, Davidson County, North Carolina",1500000US370570612021,37,057,061202,1
1345,595,49886,130400,1976,739,739,"Block Group 2, Census Tract 612.02, Davidson County, North Carolina",1500000US370570612022,37,057,061202,2
2160,797,54679,127700,1991,899,899,"Block Group 2, Census Tract 617.01, Davidson County, North Carolina",1500000US370570617012,37,057,061701,2
1359,545,51771,182200,1975,580,580,"Block Group 3, Census Tract 607, Davidson County, North Carolina",1500000US370570607003,37,057,060700,3
578,322,31471,116200,1966,322,322,"Block Group 3, Census Tract 611, Davidson County, North Carolina",1500000US370570611003,37,057,061100,3
2112,821,55033,146200,1986,861,861,"Block Group 2, Census Tract 611, Davidson County, North Carolina",1500000US370570611002,37,057,061100,2
1025,358,19028,55000,1966,487,487,"Block Group 3, Census Tract 614, Davidson County, North Carolina",1500000US370570614003,37,057,061400,3
1116,520,45954,128000,1988,520,520,"Block Group 3, Census Tract 618.02, Davidson County, North Carolina",1500000US370570618023,37,057,061802,3
622,265,38009,78200,1965,492,492,"Block Group 2, Census Tract 608, Davidson County, North Carolina",1500000US370570608002,37,057,060800,2
1290,476,40500,124600,1948,581,581,"Block Group 1, Census Tract 613, Davidson County, North Carolina",1500000US370570613001,37,057,061300,1
1151,518,85385,213900,1993,578,578,"Block Group 1, Census Tract 605, Davidson County, North Carolina",1500000US370570605001,37,057,060500,1
1239,694,33716,76700,1957,778,778,"Block Group 2, Census Tract 609, Davidson County, North Carolina",1500000US370570609002,37,057,060900,2
1161,610,25474,124200,1979,656,656,"Block Group 2, Census Tract 601.01, Davidson County, North Carolina",1500000US370570601012,37,057,060101,2
1823,722,85938,221600,1987,803,803,"Block Group 3, Census Tract 601.02, Davidson County, North Carolina",1500000US370570601023,37,057,060102,3
1024,400,47188,164500,1988,407,407,"Block Group 2, Census Tract 603.04, Davidson County, North Carolina",1500000US370570603042,37,057,060304,2
1321,577,74896,196100,2000,589,589,"Block Group 1, Census Tract 606.02, Davidson County, North Carolina",1500000US370570606021,37,057,060602,1
2039,750,37396,100400,1979,940,940,"Block Group 1, Census Tract 612.01, Davidson County, North Carolina",1500000US370570612011,37,057,061201,1
516,271,10325,-666666666,1952,406,406,"Block Group 4, Census Tract 612.01, Davidson County, North Carolina",1500000US370570612014,37,057,061201,4
1729,725,66979,177700,1989,828,828,"Block Group 1, Census Tract 617.01, Davidson County, North Carolina",1500000US370570617011,37,057,061701,1
1610,539,47113,125200,1991,584,584,"Block Group 1, Census Tract 617.02, Davidson County, North Carolina",1500000US370570617021,37,057,061702,1
1377,643,41838,122500,1982,679,679,"Block Group 5, Census Tract 618.04, Davidson County, North Carolina",1500000US370570618045,37,057,061804,5
1524,600,52273,117800,1977,600,600,"Block Group 1, Census Tract 619.02, Davidson County, North Carolina",1500000US370570619021,37,057,061902,1
1252,557,48109,124000,1990,818,818,"Block Group 1, Census Tract 620.01, Davidson County, North Carolina",1500000US370570620011,37,057,062001,1
689,286,33947,121100,1981,342,342,"Block Group 1, Census Tract 620.02, Davidson County, North Carolina",1500000US370570620021,37,057,062002,1
2597,1258,33877,110500,1974,1339,1339,"Block Group 1, Census Tract 610, Davidson County, North Carolina",1500000US370570610001,37,057,061000,1
1060,341,21477,60600,1959,385,385,"Block Group 1, Census Tract 615, Davidson County, North Carolina",1500000US370570615001,37,057,061500,1
2504,1078,81576,273600,1981,1293,1293,"Block Group 1, Census Tract 803, Davie County, North Carolina",1500000US370590803001,37,059,080300,1
1371,491,78795,261500,1986,623,623,"Block Group 4, Census Tract 803, Davie County, North Carolina",1500000US370590803004,37,059,080300,4
2551,858,43990,120600,1987,927,927,"Block Group 3, Census Tract 803, Davie County, North Carolina",1500000US370590803003,37,059,080300,3
2723,1081,113313,330700,2002,1190,1190,"Block Group 2, Census Tract 803, Davie County, North Carolina",1500000US370590803002,37,059,080300,2
1701,614,70821,116600,1989,713,713,"Block Group 2, Census Tract 805, Davie County, North Carolina",1500000US370590805002,37,059,080500,2
1974,529,54406,160800,1987,551,551,"Block Group 3, Census Tract 805, Davie County, North Carolina",1500000US370590805003,37,059,080500,3
1166,609,30797,116300,1984,705,705,"Block Group 1, Census Tract 805, Davie County, North Carolina",1500000US370590805001,37,059,080500,1
1106,407,53309,160200,1978,407,407,"Block Group 2, Census Tract 802, Davie County, North Carolina",1500000US370590802002,37,059,080200,2
1285,523,61932,235300,1984,523,523,"Block Group 3, Census Tract 802, Davie County, North Carolina",1500000US370590802003,37,059,080200,3
2312,973,58813,195900,1985,1106,1106,"Block Group 1, Census Tract 802, Davie County, North Carolina",1500000US370590802001,37,059,080200,1
695,366,58088,296900,1992,486,486,"Block Group 4, Census Tract 802, Davie County, North Carolina",1500000US370590802004,37,059,080200,4
2190,706,53763,137700,1992,869,869,"Block Group 2, Census Tract 801, Davie County, North Carolina",1500000US370590801002,37,059,080100,2
